Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas_final,Jugador2,Jugador,Calificacion,Zonas,Categoria,Optional Column
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:12:11,01:12:11,0.000,8,2,6,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:12:14,01:12:14,0.000,8,5,2,,8,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:12:20,01:12:20,0.000,10,3,5,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,01:12:20,01:12:20,0.000,Volver,,5,,10,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:13:07,01:13:07,0.000,5,6,1,,3,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:13:12,01:13:12,0.000,2,2,6,,5,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:13:15,01:13:15,0.000,7,10,2,,2,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:13:18,01:13:18,0.000,11,8,10,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,01:13:19,01:13:19,0.000,Volver,,10,,7,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,01:13:45,01:13:45,0.000,Volver,,2,,7,Recibida,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:14:02,01:14:02,0.000,13,10,5,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,01:14:03,01:14:03,0.000,Volver,,5,,10,Balon afuera lateral,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Arquero,,01:15:46,01:15:46,0.000,Volver,,1,Bueno,9,Salvada/Atajada,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:15:49,01:15:49,0.000,2,3,1,,3,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:15:57,01:15:57,0.000,10,10,3,,10,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:15:59,01:15:59,0.000,13,7,3,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:16:00,01:16:00,0.000,13,10,7,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:17:14,01:17:14,0.000,16,10,6,,15,medio,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:17:19,01:17:19,0.000,21,9,10,,19,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,01:17:19,01:17:19,0.000,Volver,,10,,19,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:17:32,01:17:32,0.000,15,7,4,,18,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:17:38,01:17:38,0.000,16,3,7,,15,medio,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:17:41,01:17:41,0.000,13,10,3,,16,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:17:44,01:17:44,0.000,13,8,10,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,01:17:48,01:17:48,0.000,17,7,8,,14,corto,
